price,minimum_nights,number_of_reviews,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm
1000,1,4,0.12,1,78,0
212,1,11,0.34,3,171,0
280,2,19,0.57,1,119,0
780,1,0,,3,161,0
300,3,3,0.31,2,364,3
900,1,0,,1,90,0
250,1,18,0.54,2,18,0
200,1,2,0.25,3,139,2
470,1,33,0.99,1,294,3
200,1,0,,3,139,0
209,1,28,0.84,4,289,3
610,2,14,0.42,2,365,6
490,3,23,0.69,16,88,7
300,1,22,1.62,1,317,17
350,3,34,1.02,16,85,15
210,2,76,2.26,2,90,30
350,3,8,0.25,16,61,5
350,3,1,0.11,2,365,1
700,2,0,,5,153,0
320,2,20,0.6,16,90,7
700,2,2,0.07,5,122,0
635,4,11,0.34,1,89,0
350,3,26,0.8,16,66,17
700,1,0,,1,89,0
291,1,17,0.54,1,360,11
750,2,11,0.35,9,359,0
1700,1,1,0.1,2,0,1
1500,1,0,,1,180,0
847,1,97,2.9,8,185,16
1373,2,0,,2,365,0
400,1,5,0.17,5,234,2
500,2,1,0.13,1,365,1
985,2,0,,6,89,0
303,1,16,0.48,2,170,5
480,1,1,0.03,1,179,0
680,1,0,,27,172,0
400,1,8,0.79,2,365,8
529,1,0,,2,0,0
529,1,0,,2,363,0
331,1,161,5.04,4,353,61
365,2,30,0.9,1,175,17
600,2,53,1.58,8,170,5
304,1,77,2.32,2,170,31
754,1,134,4,8,152,21
389,2,31,0.93,1,126,12
436,2,9,0.83,1,284,9
450,7,5,0.18,2,357,3
350,7,6,0.18,2,263,3
300,2,0,,1,172,0
800,1,0,,1,83,0
480,1,16,0.57,2,324,3
300,1,13,0.39,2,364,4
350,1,1,0.13,1,365,1
650,1,50,1.49,3,89,35
900,3,7,0.22,1,358,0
380,1,77,2.37,20,78,42
803,1,7,0.21,3,347,4
250,7,1,0.03,2,362,0
250,1,4,0.12,1,168,1
499,1,10,0.3,3,48,0
988,1,70,2.12,4,360,19
500,3,0,,1,90,0
900,1,5,0.18,2,177,1
262,4,59,1.79,2,160,19
450,20,12,0.36,1,227,1
960,1,6,0.19,3,80,2
599,1,4,0.12,3,21,0
825,5,32,1,1,75,8
210,2,9,0.27,4,170,1
330,1,5,0.17,7,355,3
2031,1,1,0.3,12,193,1
385,1,1,0.03,3,346,0
2141,1,1,0.03,12,193,0
250,1,0,,1,179,0
400,2,2,0.06,3,364,0
499,1,12,0.37,3,21,0
543,2,1,0.08,3,364,0
220,5,1,0.04,1,365,0
560,3,14,0.43,2,365,3
212,1,5,0.15,3,171,0
550,2,0,,9,327,0
550,1,3,0.09,1,364,0
731,2,52,1.57,8,56,18
300,2,31,0.95,3,140,4
250,15,1,0.07,2,362,0
1526,1,28,0.92,12,193,10
640,2,2,0.06,2,81,0
401,2,34,1.03,2,148,14
320,3,9,0.28,3,269,2
235,1,1,0.04,1,0,0
350,1,4,0.29,9,348,3
1514,3,13,0.4,4,323,7
1938,1,2,0.07,12,194,1
2141,1,1,0.3,12,191,1
500,1,1,0.06,1,365,0
250,30,0,,1,179,0
847,1,64,1.92,8,70,12
1164,1,0,,29,341,0
300,1,13,0.44,5,362,9
306,1,53,2.63,11,358,42
299,3,1,0.03,1,179,0
446,1,1,0.03,2,365,0
450,2,1,0.03,1,170,0
314,3,4,0.12,3,189,0
409,1,81,2.46,11,83,39
480,1,21,0.64,1,49,2
563,1,0,,2,89,0
350,1,55,1.73,1,294,0
350,1,5,0.16,29,270,0
3534,1,0,,1,365,0
350,1,11,0.33,9,317,2
487,1,5,0.16,2,362,0
350,2,0,,1,179,0
942,2,12,0.37,5,312,7
550,1,167,5.04,11,82,63
350,1,1,0.1,9,348,1
410,1,95,2.87,11,71,27
356,1,7,0.26,1,164,6
250,2,23,0.72,1,33,9
350,1,0,,9,348,0
439,1,195,5.89,11,70,77
444,1,110,3.32,11,58,32
1000,4,1,0.03,2,83,0
1110,1,66,2,19,0,18
523,2,64,1.96,8,143,10
600,1,18,0.55,1,0,0
1434,3,17,0.52,4,323,7
4000,14,0,,1,90,0
700,1,7,0.23,5,184,4
1200,1,0,,1,180,0
250,3,8,0.25,5,18,0
196,30,0,,2,89,0
1342,3,9,0.28,4,323,5
600,3,0,,2,178,0
450,1,1,0.03,5,364,0
10400,1,1,0.03,5,362,0
670,1,1,0.05,2,293,0
480,1,0,,2,263,0
560,1,7,0.23,3,365,4
450,1,42,1.3,1,331,7
600,1,1,0.03,1,90,0
300,1,0,,1,179,0
280,1,28,0.87,4,0,10
421,1,0,,4,364,0
400,3,0,,1,179,0
808,1,0,,2,179,0
720,1,8,0.27,5,348,4
406,3,17,0.53,1,102,11
245,1,15,0.47,1,7,5
600,1,0,,2,178,0
350,3,24,0.74,5,65,12
225,30,1,0.03,1,179,0
450,2,5,0.16,2,364,0
666,1,12,0.37,6,62,0
750,1,1,0.03,1,179,0
750,2,15,0.46,2,361,4
550,1,1,0.03,1,180,0
853,3,0,,1,89,0
350,1,1,0.03,1,179,0
400,3,29,0.95,4,76,10
420,1,0,,1,365,0
250,1,1,0.03,1,364,0
500,2,6,0.19,5,0,0
350,1,0,,1,365,0
350,1,0,,7,365,0
12600,1,0,,1,179,0
300,3,35,1.09,4,202,13
200,15,0,,3,180,0
290,2,4,0.13,4,202,0
379,1,101,3.15,2,39,33
2800,1,1,0.05,7,365,0
192,6,0,,1,90,0
4241,1,0,,1,365,0
7099,1,0,,9,348,0
1200,1,0,,2,267,0
927,1,113,3.94,12,81,78
330,1,6,0.2,6,0,0
350,1,0,,2,363,0
200,1,2,0.07,1,364,0
232,2,12,0.38,6,355,0
710,2,2,0.06,2,363,1
700,1,0,,1,89,0
800,1,1,0.13,1,179,1
999,1,96,3.29,12,85,59
200,1,3,0.09,1,20,0
996,1,83,2.77,12,62,61
990,2,3,0.1,3,365,0
697,3,1,0.03,1,364,0
700,1,78,2.45,1,356,14
565,2,11,0.36,2,18,0
529,2,0,,1,358,0
400,1,6,0.19,1,159,4
646,3,29,0.93,2,358,13
220,1,0,,1,0,0
320,3,35,1.11,16,176,19
360,3,26,0.83,16,145,15
354,3,11,0.34,16,85,7
400,2,18,0.58,1,364,0
320,1,2,0.07,2,178,0
500,1,0,,1,179,0
360,1,42,1.33,1,166,23
300,2,0,,1,178,0
700,2,0,,1,363,0
950,2,8,0.25,5,327,5
320,3,5,0.16,1,124,0
1000,1,0,,1,365,0
5070,1,0,,1,180,0
580,1,1,0.05,27,172,0
424,1,5,0.16,2,0,0
1200,4,1,0.03,1,365,0
789,4,1,0.03,1,90,0
300,2,14,0.48,1,157,5
599,2,10,0.31,7,270,2
1105,2,52,1.62,8,337,32
600,2,0,,1,357,0
350,2,18,0.56,3,0,6
440,2,5,0.16,1,269,1
829,2,41,1.27,2,0,14
583,2,20,0.62,2,2,7
325,2,3,0.1,4,203,0
750,2,0,,2,364,0
250,1,7,0.22,1,178,4
1500,1,10,0.32,1,173,0
210,2,14,0.44,3,326,12
7641,3,0,,1,90,0
250,2,4,0.13,4,170,1
1700,5,0,,1,90,0
829,2,47,1.47,2,0,11
936,2,12,0.4,5,335,6
500,1,0,,2,363,0
500,2,16,0.53,7,362,4
464,2,11,0.35,1,80,0
653,1,18,0.62,2,205,16
399,3,16,0.5,3,242,6
800,1,9,0.28,7,223,7
295,1,3,0.1,1,89,0
580,2,1,0.03,1,89,0
325,2,0,,4,202,0
600,1,32,1.05,5,353,21
230,1,0,,2,89,0
251,1,21,0.66,2,154,4
250,1,11,2.56,2,206,11
350,9,0,,2,179,0
278,1,0,,1,89,0
298,5,1,0.03,4,365,0
379,3,6,0.19,1,179,1
687,2,27,0.84,2,355,18
230,1,0,,2,89,0
1024,2,58,1.84,8,329,40
250,2,3,0.1,1,89,2
222,3,5,0.17,5,177,1
500,1,19,0.6,2,361,11
550,1,30,0.99,5,318,20
500,1,29,1.02,5,171,14
750,1,9,0.3,5,355,0
200,30,0,,1,365,0
741,2,62,1.95,8,316,31
320,1,6,0.19,3,108,2
380,30,0,,2,180,0
254,3,14,0.5,2,124,11
750,2,72,2.28,8,318,51
240,3,15,0.48,5,244,4
400,1,4,0.13,3,358,0
350,3,0,,1,179,0
420,2,0,,2,88,0
985,1,0,,6,364,0
334,1,20,0.63,2,136,11
400,2,1,0.03,3,180,0
1800,1,11,0.36,4,365,3
364,1,16,0.74,3,364,10
340,2,31,0.99,7,354,20
250,1,2,0.06,2,0,1
215,3,3,0.1,3,341,0
1500,1,0,,1,365,0
400,3,0,,1,364,0
607,3,65,2.07,7,60,38
609,3,36,1.14,7,85,22
1500,1,0,,1,180,0
700,1,3,0.1,5,196,1
400,2,13,0.44,2,210,6
646,2,23,0.72,6,314,0
700,1,9,0.28,1,81,0
4056,5,0,,1,173,0
890,2,0,,1,90,0
650,1,1,0.03,3,80,0
1200,1,0,,1,179,0
700,2,3,0.1,4,74,0
289,1,74,2.36,1,176,23
700,2,1,0.03,4,18,0
240,3,11,0.36,5,306,6
250,1,27,2.23,1,357,27
700,2,3,0.11,5,180,1
800,2,2,0.06,5,365,1
879,2,4,0.13,1,62,0
450,1,0,,1,365,0
900,1,0,,5,365,0
727,2,0,,1,0,0
1111,1,9,0.31,4,365,1
500,2,26,0.84,1,358,16
388,2,73,2.38,1,63,12
557,2,0,,2,0,0
252,2,86,2.76,6,226,43
235,2,52,1.68,6,221,27
224,2,63,2.08,6,217,37
500,1,5,0.16,3,89,1
985,1,0,,6,364,0
330,3,28,0.9,2,354,12
606,2,41,1.3,8,288,26
710,1,0,,1,88,0
270,1,0,,4,365,0
250,1,5,0.16,1,0,0
267,2,8,0.28,3,351,7
250,1,1,0.14,2,365,1
279,1,18,2.47,9,343,18
350,2,17,0.99,2,365,13
700,2,0,,5,177,0
320,3,17,0.54,16,178,7
800,2,0,,5,180,0
456,3,18,0.58,7,122,16
220,2,6,0.19,4,109,3
380,1,0,,4,365,0
604,3,48,1.55,7,89,30
715,1,0,,4,365,0
320,3,35,1.11,16,179,14
500,3,18,0.58,1,89,7
650,1,0,,4,365,0
500,1,0,,1,365,0
900,30,0,,5,365,0
320,3,5,0.17,5,86,3
320,3,1,0.04,5,90,0
985,1,0,,6,365,0
490,3,46,1.46,16,176,29
320,3,2,0.07,5,61,0
313,3,6,0.21,5,85,1
200,30,0,,1,365,0
500,1,7,0.22,3,362,0
500,1,3,0.11,3,362,1
487,2,3,0.1,1,73,0
1200,1,0,,7,0,0
1200,1,0,,7,0,0
1200,1,0,,7,0,0
1200,1,0,,7,0,0
1200,1,0,,7,0,0
995,1,60,2.02,12,86,49
1200,1,0,,7,0,0
1200,1,0,,7,0,0
978,1,70,2.32,12,86,59
1075,1,0,,1,171,0
330,1,318,10.27,9,171,112
926,1,82,2.94,12,80,74
300,1,2,0.07,1,83,0
210,2,0,,1,365,0
450,2,0,,1,365,0
1096,1,66,2.29,12,87,52
1090,1,80,2.73,12,80,68
881,1,85,2.84,12,77,74
1111,1,5,0.18,4,365,1
1083,1,49,1.66,12,87,37
2173,2,7,0.25,12,167,6
558,3,0,,2,362,0
500,1,18,0.66,27,365,12
1056,1,1,0.44,7,225,1
811,1,0,,1,89,0
900,2,31,1.05,4,177,20
507,3,34,1.1,7,65,30
650,1,86,4.02,5,342,58
540,1,9,0.3,5,347,7
360,1,46,1.62,5,346,35
425,1,1,0.03,1,178,0
310,4,1,0.03,1,89,0
767,1,7,0.23,3,157,1
646,3,9,0.29,3,1,0
1234,15,5,0.17,2,365,0
629,1,1,0.04,2,325,0
850,3,4,0.13,1,229,0
1200,2,0,,1,179,0
400,1,0,,1,365,0
254,2,65,2.11,2,355,49
450,1,4,0.28,1,269,2
243,3,10,0.33,6,312,5
339,3,22,0.72,5,164,10
300,5,11,0.36,4,0,8
245,1,2,0.07,1,180,0
270,3,19,0.61,2,362,9
460,3,18,0.58,7,351,17
1000,1,1,0.03,1,0,0
300,2,1,0.58,1,0,1
450,2,6,0.2,1,356,0
350,2,0,,4,178,0
290,2,1,0.04,1,180,0
557,2,38,1.26,6,351,26
550,2,0,,1,364,0
811,1,0,,3,89,0
507,1,1,0.03,3,89,0
250,3,0,,1,365,0
600,1,1,0.05,11,113,0
290,3,7,0.24,10,361,4
800,1,18,0.59,4,179,10
300,1,2,0.11,11,3,1
610,1,33,1.07,4,364,13
500,1,0,,1,89,0
331,1,0,,1,180,0
350,15,0,,1,358,0
350,2,25,0.82,3,362,16
200,2,28,0.92,2,267,9
350,2,9,0.31,3,360,7
510,3,1,1,2,89,1
503,3,17,0.57,7,246,16
550,1,5,0.17,4,364,1
430,2,2,0.07,1,49,0
336,1,49,1.68,1,172,33
250,1,8,0.29,1,77,6
200,1,2,0.07,1,173,0
200,1,3,0.73,1,299,3
969,1,0,,1,334,0
800,2,0,,2,365,0
965,15,0,,1,178,0
1000,2,10,0.33,4,78,0
200,1,1,1,1,365,1
365,3,11,0.37,6,347,5
595,2,23,0.76,1,171,19
1200,1,10,0.34,4,0,4
350,3,7,0.23,6,292,5
250,2,1,0.03,2,0,0
1176,2,7,0.25,1,362,5
300,2,24,0.8,6,365,20
436,4,13,0.45,3,88,8
503,2,48,1.58,4,161,27
1000,1,4,0.13,1,180,0
250,7,0,,1,83,0
929,2,4,0.14,2,86,2
530,1,3,0.26,13,90,3
200,132,0,,1,365,0
650,1,0,,13,90,0
710,1,0,,1,365,0
340,2,1,0.08,4,364,0
260,3,17,4.02,1,318,17
707,5,0,,2,179,0
350,1,4,0.13,1,364,0
974,3,0,,3,49,0
1200,7,0,,2,178,0
450,3,1,0.04,1,178,0
375,1,0,,1,365,0
2637,1,12,0.4,8,326,5
747,3,1,0.03,3,0,0
400,1,0,,1,365,0
480,2,16,0.54,1,84,4
223,1,0,,1,180,0
245,14,6,0.54,2,298,6
640,2,1,0.1,2,364,1
299,3,11,0.37,8,172,2
379,1,63,2.11,2,175,33
3029,30,0,,3,365,0
200,6,0,,1,180,0
700,3,0,,1,179,0
219,3,11,0.39,4,139,3
250,180,0,,1,180,0
385,1,26,0.93,1,85,18
450,1,7,0.24,1,365,2
534,2,15,0.52,6,312,14
350,1,0,,2,173,0
250,4,8,0.27,2,47,4
500,2,2,0.07,4,364,1
550,1,68,2.28,1,171,29
500,5,23,0.8,6,204,15
585,1,13,4.81,5,355,13
200,2,7,0.24,1,105,0
350,1,0,,13,180,0
220,1,29,0.98,3,277,15
350,3,31,1.13,16,86,16
320,3,3,0.1,5,66,1
550,1,1,0.14,2,90,1
444,2,59,1.98,1,107,27
550,1,1,0.05,2,90,0
213,1,8,0.27,4,1,2
620,1,26,0.89,3,361,18
385,2,1,0.1,2,365,1
400,1,0,,1,365,0
200,14,4,0.24,1,229,3
340,2,30,1.04,3,177,23
340,2,11,0.38,3,175,9
288,2,37,1.26,3,166,22
298,1,21,0.7,2,293,2
243,3,19,0.64,6,329,11
320,1,79,2.66,2,133,28
380,1,0,,1,324,0
350,2,2,0.07,2,365,0
290,1,27,0.91,1,345,12
800,1,0,,2,88,0
350,1,1,0.05,1,179,0
240,10,7,0.25,3,346,3
260,10,0,,1,90,0
332,5,49,1.64,4,298,32
600,1,7,0.93,15,349,7
400,2,6,0.21,8,172,4
280,5,7,0.24,2,18,2
300,2,2,0.07,2,0,1
1000,2,3,0.1,1,0,0
500,2,3,0.1,1,203,2
250,1,8,0.28,2,49,0
309,3,5,0.18,4,185,4
500,1,13,0.46,15,171,0
550,1,78,2.68,5,171,45
380,6,0,,8,365,0
450,5,2,0.07,1,364,0
210,2,14,0.48,1,194,8
450,1,34,1.19,15,363,24
1064,1,0,,1,179,0
450,1,8,0.89,15,361,8
404,1,1,0.1,1,172,1
580,2,4,0.14,3,180,1
450,1,4,0.45,15,362,4
450,1,1,0.34,15,362,1
450,1,14,0.49,15,362,12
450,1,9,1,15,362,9
380,5,0,,8,365,0
450,1,3,0.83,15,359,3
450,1,8,0.28,15,361,5
380,5,0,,8,365,0
380,5,0,,8,365,0
450,1,8,0.89,15,363,8
299,2,19,0.65,1,20,16
450,1,33,2.51,15,350,30
327,1,0,,1,178,0
450,1,31,1.09,15,363,27
450,1,10,0.35,15,362,9
990,3,3,0.39,1,166,3
350,5,6,0.21,1,261,3
450,1,17,0.6,15,360,16
300,3,0,,1,90,0
491,1,243,8.3,1,153,100
400,1,2,0.07,1,263,1
636,1,11,0.39,2,365,10
650,1,25,0.85,5,363,18
285,10,0,,1,180,0
400,4,1,0.03,3,365,0
400,180,0,,3,365,0
399,2,51,1.79,1,188,36
700,1,24,0.83,5,357,16
650,1,57,1.97,5,361,34
650,1,64,2.19,5,361,43
700,1,46,1.61,5,355,36
230,2,0,,1,365,0
235,1,50,1.73,1,145,27
245,14,1,0.05,2,295,0
7000,3,2,0.08,5,365,0
380,5,0,,8,363,0
350,15,8,0.27,3,269,1
400,10,0,,1,173,0
713,2,1,0.04,2,0,0
346,3,37,1.3,2,338,27
264,3,59,2.08,3,330,35
600,1,1,0.03,1,180,0
620,1,1,0.05,5,364,0
900,1,0,,2,364,0
406,1,0,,1,89,0
300,1,17,0.61,8,59,15
580,1,0,,1,358,0
204,1,23,0.79,8,59,18
204,1,26,0.91,8,58,21
600,3,5,0.17,2,176,3
220,2,25,0.88,3,263,17
350,3,13,0.45,2,365,7
43468,17,0,,1,365,0
1300,1,21,0.73,4,0,18
350,1,5,0.66,7,365,5
1500,1,7,0.25,4,0,6
1000,1,11,0.38,4,0,8
360,1,5,0.18,7,365,4
260,1,2,0.31,1,361,2
500,4,0,,2,0,0
273,28,7,0.3,6,365,3
829,2,0,,1,358,0
550,1,26,0.9,1,179,17
450,1,23,0.84,5,362,14
540,2,6,0.21,1,90,1
300,7,0,,1,90,0
750,1,10,0.35,1,90,6
253,2,0,,1,89,0
507,1,21,1.97,5,350,21
228,1,16,0.57,1,48,11
200,1,0,,1,0,0
300,1,1,0.04,1,179,0
686,1,6,0.21,1,44,3
434,2,29,1.01,2,64,25
623,1,3,3,29,331,3
390,1,11,0.4,7,362,10
390,1,4,1.01,7,362,4
389,1,3,0.11,7,357,2
350,1,5,1.3,7,357,5
400,2,2,0.26,7,365,2
669,1,1,0.04,29,333,0
200,7,0,,3,87,0
699,1,11,0.38,5,363,4
588,1,2,0.07,29,331,1
700,1,14,0.49,5,361,8
200,7,0,,3,179,0
649,1,29,1.02,5,363,16
649,2,0,,1,364,0
200,1,16,0.57,3,265,14
650,1,93,3.2,5,359,42
724,1,3,0.1,2,365,2
550,1,0,,2,362,0
300,14,7,0.25,2,60,1
701,1,16,0.55,5,365,7
200,15,0,,2,362,0
600,4,4,0.14,2,365,2
1000,1,4,0.14,2,89,1
650,1,5,0.82,1,351,5
3800,30,0,,1,180,0
1500,1,10,0.35,2,0,4
450,2,0,,8,0,0
500,2,19,0.68,8,0,14
290,1,77,2.63,2,73,27
290,1,3,0.1,2,293,0
1800,4,0,,1,0,0
400,1,5,0.17,5,232,0
350,1,12,0.42,1,87,9
230,1,0,,1,152,0
595,1,1,0.07,7,355,0
377,3,0,,1,0,0
450,1,1,0.08,1,180,0
322,28,4,0.17,6,365,2
500,1,7,0.24,5,202,0
350,1,0,,1,365,0
960,2,10,0.34,4,139,5
1000,2,0,,9,179,0
299,1,33,1.16,5,363,29
702,1,25,0.87,6,270,9
699,1,17,0.59,6,270,6
800,1,51,1.77,7,357,27
250,1,26,0.91,2,365,19
250,365,2,0.07,3,365,0
325,90,0,,1,365,0
350,1,13,0.48,3,179,11
652,1,49,1.7,6,265,26
450,2,2,0.09,1,142,0
500,10,1,0.15,1,180,1
500,2,5,0.17,4,362,0
400,2,1,0.04,2,0,0
500,2,7,0.24,4,365,0
2000,1,0,,1,83,0
350,2,2,0.07,10,0,0
651,1,80,2.77,6,270,23
705,1,27,0.94,6,265,16
850,3,1,0.03,1,180,0
230,1,1,0.04,11,170,0
250,1,1,0.04,1,180,0
5000,30,0,,1,365,0
203,1,3,0.32,1,218,3
590,1,9,2.33,1,78,9
400,1,2,0.07,1,0,1
811,7,0,,1,365,0
649,1,21,0.73,6,270,11
360,2,2,0.07,10,0,0
360,2,4,0.14,10,0,0
365,2,5,0.18,10,0,0
730,2,5,0.18,10,0,0
550,1,0,,1,180,0
730,2,1,0.04,10,0,0
250,3,13,1.11,3,267,13
429,5,30,1.05,4,337,20
400,1,0,,1,90,0
5070,1,0,,1,365,0
811,2,1,0.04,1,179,0
796,1,26,0.93,6,347,22
280,1,14,0.52,4,1,0
650,2,3,0.1,1,179,1
203,30,0,,1,179,0
800,1,1,0.04,1,180,0
400,1,2,0.07,2,0,0
450,2,15,0.53,1,352,10
500,2,2,0.07,1,89,0
450,2,17,0.6,3,65,13
300,2,2,0.07,1,0,0
200,1,1,0.04,1,90,0
450,2,0,,1,180,0
250,30,0,,2,365,0
568,1,0,,2,87,0
285,1,9,0.32,4,298,2
825,1,0,,3,365,0
200,1,3,0.11,1,80,0
600,1,75,2.65,1,272,54
545,1,6,0.47,1,289,5
991,1,1,0.04,7,362,0
300,2,0,,1,364,0
240,2,2,0.07,10,0,0
499,1,3,0.23,1,179,0
841,2,0,,1,365,0
398,3,47,1.68,4,365,33
2353,30,0,,1,365,0
1900,3,0,,9,140,0
771,1,0,,1,270,0
250,7,0,,1,365,0
290,2,1,1,3,180,1
363,30,0,,1,294,0
950,3,0,,1,179,0
950,3,1,0.04,3,89,0
1431,1,33,1.17,5,172,28
550,1,2,2,1,89,2
450,2,2,0.07,4,172,0
249,1,14,0.66,3,264,0
203,1,11,0.39,1,364,3
2500,1,0,,1,179,0
699,3,18,0.65,7,192,4
305,2,4,0.51,8,171,4
1500,1,0,,2,155,0
451,1,37,2.5,2,343,34
240,10,5,0.18,3,355,1
450,1,27,0.99,1,168,12
230,5,9,0.32,5,90,6
399,1,5,0.18,1,80,4
199,60,0,,1,179,0
300,4,0,,1,81,0
317,3,7,0.25,2,297,4
350,2,0,,2,364,0
406,5,0,,1,179,0
419,1,44,2.74,20,85,33
529,14,2,0.07,6,356,0
800,3,0,,2,363,0
799,1,1,0.13,6,364,1
550,1,0,,3,179,0
913,2,2,0.07,1,179,1
7500,1,0,,1,179,0
250,1,1,0.04,1,179,0
230,1,118,4.2,2,53,52
350,1,2,0.07,2,0,0
400,1,7,0.25,2,171,2
203,30,1,1,1,81,1
850,1,0,,1,179,0
350,1,1,0.26,2,83,1
480,3,0,,1,261,0
320,15,1,0.04,2,90,0
5000,60,0,,1,365,0
450,1,31,1.15,5,363,22
514,1,23,0.85,5,356,19
214,1,27,0.96,8,38,25
250,1,9,2.76,8,59,9
2000,1,0,,2,179,0
1014,1,0,,1,179,0
999,1,13,0.88,5,365,11
600,2,6,1.57,1,175,6
550,2,0,,3,364,0
398,2,1,0.07,1,90,0
800,1,0,,1,364,0
250,1,1,0.27,2,365,1
1550,1,1,0.05,7,365,0
212,1,10,0.36,8,39,9
450,2,14,0.57,6,90,3
507,1,10,0.36,6,320,1
568,1,1,0.04,29,333,0
231,2,3,0.11,1,27,2
1800,1,1,0.09,1,0,1
1088,2,18,0.7,1,354,16
1200,1,0,,4,364,0
623,1,2,0.07,29,333,1
1200,1,0,,4,365,0
850,1,2,0.07,1,365,0
45535,1,0,,1,325,0
202,1,4,1.54,8,39,4
215,1,16,0.57,8,59,12
7673,1,0,,1,365,0
400,3,1,0.29,1,180,1
346,2,25,0.9,2,327,22
254,3,23,0.88,1,84,14
361,1,37,1.34,2,363,26
354,1,12,0.68,3,77,2
700,2,10,0.36,1,49,5
350,2,5,0.18,1,350,2
245,7,0,,2,365,0
400,1,1,0.04,1,364,0
650,2,0,,1,365,0
600,1,23,1.71,5,358,19
667,3,1,0.04,1,90,0
225,6,0,,1,365,0
300,3,0,,1,362,0
359,2,1,0.04,1,365,0
450,1,13,0.47,1,365,11
220,3,0,,2,90,0
399,1,1,0.04,1,90,0
295,2,2,0.07,1,60,0
250,2,7,0.52,1,264,6
750,3,1,0.04,1,90,0
2000,1,0,,1,268,0
260,3,5,0.38,2,365,4
230,4,4,0.16,3,346,2
750,3,1,0.04,1,90,0
500,2,0,,1,365,0
600,3,11,0.4,1,352,9
1000,2,0,,1,180,0
950,2,2,0.07,5,361,0
1100,2,0,,4,363,0
950,2,5,0.18,5,356,2
250,7,0,,1,90,0
350,1,4,0.27,1,84,2
835,3,1,0.04,1,90,0
250,30,0,,2,89,0
900,1,0,,1,0,0
234,6,1,0.12,1,180,1
500,30,0,,2,89,0
450,1,13,4.81,28,344,13
700,1,0,,1,0,0
406,1,82,3.15,7,364,26
1500,1,0,,1,178,0
385,1,10,0.47,7,343,8
1063,1,10,0.36,12,291,2
406,1,1,0.05,1,179,0
1063,1,5,0.24,12,292,4
330,3,17,0.62,2,355,8
550,3,3,0.21,1,0,2
1217,3,0,,1,362,0
450,3,0,,1,86,0
496,3,18,1.48,1,347,18
350,1,2,0.13,1,140,0
300,1,1,0.04,1,171,0
300,1,0,,2,0,0
344,1,41,1.55,4,271,19
900,1,0,,1,0,0
260,1,38,1.4,4,202,23
330,2,4,0.15,1,184,0
2100,1,3,0.13,6,333,2
590,2,3,0.15,3,365,1
2170,1,1,0.04,7,70,0
250,7,0,,3,0,0
269,7,0,,3,293,0
1699,1,1,1,7,153,1
2386,1,0,,7,111,0
2386,1,1,0.32,7,114,1
2063,1,0,,7,77,0
340,1,5,0.18,5,0,4
269,7,2,0.19,3,294,2
700,3,1,0.04,1,90,0
834,3,1,0.04,1,90,0
310,2,0,,1,108,0
250,1,1,0.15,2,355,1
450,1,0,,1,294,0
400,1,1,1,1,359,1
750,1,1,0.77,1,365,1
1480,2,34,2.45,5,90,31
400,2,1,0.13,1,170,1
700,1,0,,1,365,0
289,1,0,,2,365,0
439,1,1,0.06,2,365,0
300,7,6,0.24,1,295,1
250,1,0,,1,89,0
450,7,7,0.27,6,180,0
212,1,3,0.86,1,355,3
2726,1,0,,1,273,0
310,3,33,1.48,8,282,24
350,2,4,0.18,6,0,3
950,1,1,0.07,2,365,0
360,1,0,,1,90,0
250,2,2,0.77,10,332,2
527,1,0,,1,365,0
700,2,6,0.26,9,265,0
550,2,17,1.27,9,324,12
477,1,36,3.48,1,153,36
8113,1,0,,1,365,0
500,1,0,,1,365,0
1033,1,0,,29,333,0
300,5,0,,1,365,0
800,1,0,,1,179,0
719,2,2,0.12,1,89,0
250,1,30,1.92,5,177,22
1010,1,0,,1,365,0
614,1,25,1.04,128,365,12
300,180,0,,1,365,0
1341,1,47,3.33,3,350,42
250,1,0,,1,292,0
1000,1,0,,1,365,0
1081,1,415,17.63,6,351,33
999,1,1,0.08,1,90,0
241,1,0,,1,0,0
350,7,0,,1,145,0
390,1,3,0.14,2,362,1
700,1,50,2.45,2,361,41
300,1,2,0.11,1,2,0
390,7,0,,4,179,0
5070,1,0,,6,344,0
1542,1,1,0.37,3,358,1
505,2,3,0.13,12,25,1
406,1,0,,1,365,0
5856,30,0,,1,358,0
2000,1,0,,1,90,0
300,3,7,0.28,2,42,4
300,1,2,0.08,1,361,0
350,1,3,0.35,2,356,3
833,1,63,4.96,28,176,62
5000,30,0,,1,365,0
366,1,0,,1,363,0
500,1,0,,1,365,0
1122,1,6,0.3,12,193,5
14663,1,1,0.06,12,0,0
390,2,9,0.39,6,180,2
1970,1,0,,12,186,0
292,7,16,0.66,2,85,9
750,2,5,0.66,1,358,5
3099,1,38,1.59,8,178,6
321,2,37,1.56,6,193,23
300,1,0,,1,364,0
259,1,69,2.88,2,357,55
3500,1,16,0.64,8,201,2
4599,1,15,0.62,8,200,1
210,4,3,0.19,3,360,1
400,30,0,,4,365,0
629,1,12,0.65,28,359,9
300,30,0,,4,365,0
514,1,26,1.64,28,358,24
250,1,14,0.58,1,180,13
457,1,16,0.64,28,361,12
650,1,0,,1,365,0
350,5,0,,1,364,0
304,1,7,0.41,2,52,2
600,2,1,0.05,1,365,0
